ID,Amount
10035418,705.125
10035421,729.625
10035810,681.25
10035882,729.625
10036885,1130.458333
10037963,943.9583333
10038040,977.125
10038651,438.625
10012816,1600.055
10031949,798.375
10010558,1913.893333
10010537,9043.36
10009915,7267.25
10010409,6067.25
10010477,5094.25
10010492,4377.75
10010759,3765.75
10010791,6067.25
10010866,6067.25
10010951,8280.5
10011283,9226.25
10011342,7267.25
10011343,8280.5
10011622,9226.25
10011728,5094.25
10012005,3765.75
10012155,6782.75
10012180,2631.75
10012198,9226.25
10012202,7267.25
10012278,6782.75
10012318,8907.75
10012405,6782.75
10012422,9226.25
10012477,4230.75
10012482,8907.75
10012514,4377.75
10012559,6782.75
10012577,3273.5
10012623,6067.25
10012631,9226.25
10012785,3273.5
10012799,6067.25
10012848,9226.25
10012889,5094.25
10012890,6782.75
10013005,4230.75
10013167,8280.5
10013168,5094.25
10013578,5094.25
10013601,6067.25
10013636,7267.25
10013638,9226.25
10013650,5862.75
10013659,4377.75
10013673,5094.25
10013756,7267.25
10013791,8907.75
10013864,5094.25
10013882,8280.5
10013982,4790.25
10013988,5094.25
10014044,6067.25
10014080,7267.25
10014231,5094.25
10014375,9226.25
10014426,4377.75
10014428,5094.25
10014558,8907.75
10014565,4377.75
10014568,6067.25
10014657,5663.75
10014697,5663.75
10014699,9226.25
10015083,4377.75
10015173,3162.5
10015226,9226.25
10015332,9226.25
10015519,7267.25
10015979,8907.75
10015997,7267.25
10016018,6067.25
10016096,5094.25
10016129,5094.25
10016427,7019.25
10016559,5862.75
10016591,5663.75
10016703,4790.25
10016705,7267.25
10016725,9226.25
10016742,6067.25
10016816,5094.25
10016843,8280.5
10016949,5094.25
10016969,8907.75
10017174,5663.75
10017258,8907.75
10017270,8907.75
10017322,7267.25
10017361,5862.75
10017514,3273.5
10017644,2631.75
10017661,6067.25
10018737,4087.5
10018746,6067.25
10018810,4377.75
10018950,6782.75
10019037,3765.75
10019197,6782.75
10019254,6782.75
10019280,6067.25
10019282,6782.75
10019311,4790.25
10019487,8280.5
10019516,5094.25
10019541,5862.75
10019598,6782.75
10019829,9226.25
10019909,8907.75
10019976,7019.25
10020013,4921.75
10020051,3515.5
10030123,8280.5
10030168,3637.25
10030327,7267.25
10030449,3765.75
10030561,4466.8
10030561,2552.45
10030634,4087.5
10031247,8280.5
10031499,7267.25
10031890,5862.75
10031999,4790.25
10032251,5663.75
10032354,6782.75
10032568,8280.5
10032947,5663.75
10033277,6782.75
10033326,7019.25
